Name,starRating,Komment,reviews.createTime,review_clean,sentiment,rating_num,YearMonth,text_len,word_count
Hans Zickbauer,ONE,"Bin von Maxenergie mit Strom und Gas zu anderen Liefranten gewechselt.
Gas per 15. März 2023, Strom per 13. März 2023
Am 4. April hat der Netzbetreiber seine Abrechnungen mit Rechnung gemacht.
Habe ca. am 11. April telefonisch um Auskunft ersucht.
Frau H (Name bekannt) hat mir gesagt, sie kann mich nicht weiterverbinden, es wird mich jemand zurückrufen.
Habe am 21. April per Mail Abrechnung urgiert und ein Mail bekommen, mit der Bemerkung ""Ihr Anliegen ist in besten Händen""
Am 24. April habe ich mit Frau B (Name ist bekannt) hat mir gesagt, ""sie kann mich nicht weiterverbinden, es wird mich jemand zurückrufen.. Sie hat mir gesagt, kann Wochen dauern bzw. in weiterer Folge wird voraussichtlich etwa 7 Tage dauern, sie kann das aber nicht zusagen.
Auf meine Frage ob es einen ""Superviser"" gibt, mit dem ich sprechen kann hat Sie mir gesagt sie kann mir niemand nennen.
Vermute, das Maxenergie mit Preiserhöhunh so viele Kunden vertrieben hat, daß Sie nicht genügend Personen haben, die Rechnungen ausstellen.
Das bedeutet, falls ich ein Guthaben habe, daß mir Maexnergie, das mit zustehende Geld nicht überweist.
Falls ich Nachzahlen muss verzichet Maxenerigie auf das ihr zustehende Geld. Kundennummern sind 
G 429 391
S 429 670",2023-04-24 00:00:00.000,"bin von maxenergie mit strom und gas zu anderen liefranten gewechselt
gas per 15 mrz 2023 strom per 13 mrz 2023
am 4 april hat der netzbetreiber seine abrechnungen mit rechnung gemacht
habe ca am 11 april telefonisch um auskunft ersucht
frau h name bekannt hat mir gesagt sie kann mich nicht weiterverbinden es wird mich jemand zurckrufen
habe am 21 april per mail abrechnung urgiert und ein mail bekommen mit der bemerkung ihr anliegen ist in besten hnden
am 24 april habe ich mit frau b name ist bekannt hat mir gesagt sie kann mich nicht weiterverbinden es wird mich jemand zurckrufen sie hat mir gesagt kann wochen dauern bzw in weiterer folge wird voraussichtlich etwa 7 tage dauern sie kann das aber nicht zusagen
auf meine frage ob es einen superviser gibt mit dem ich sprechen kann hat sie mir gesagt sie kann mir niemand nennen
vermute das maxenergie mit preiserhhunh so viele kunden vertrieben hat da sie nicht gengend personen haben die rechnungen ausstellen
das bedeutet falls ich ein guthaben habe da mir maexnergie das mit zustehende geld nicht berweist
falls ich nachzahlen muss verzichet maxenerigie auf das ihr zustehende geld kundennummern sind 
g 429 391
s 429 670",neg,1,2023-04,1183,202
Ali Angerer,FIVE,Der Umstieg war sehr unkompliziert und hat bestens geklappt.,2023-04-20 00:00:00.000,der umstieg war sehr unkompliziert und hat bestens geklappt,pos,5,2023-04,59,9
Elisabeth Wieser,FOUR,bis jetzt hat alles super funktioniert,2023-04-19 00:00:00.000,bis jetzt hat alles super funktioniert,pos,4,2023-04,38,6
Regina Penz,ONE,"Online Umstieg mit Gas und Strom. Auf Gas Umstieg warte ich immer noch. Trotz Anruf.Gasantrag habe ich schon. G476755. Telef. immer besetzt .
Die Netzkosten für Strom würden auch nicht sehr transparent angeführt.
Lg Regina",2023-04-15 00:00:00.000,"online umstieg mit gas und strom auf gas umstieg warte ich immer noch trotz anrufgasantrag habe ich schon g476755 telef immer besetzt 
die netzkosten fr strom wrden auch nicht sehr transparent angefhrt
lg regina",neg,1,2023-04,211,34
PREIN KURT,FOUR,Bin wieder einmal bei Maxenergie.Habe den Vertrag über Durchblicker abgeschlossen wie immer. Keine separate Netzrechnung wärer besser,2023-04-14 00:00:00.000,bin wieder einmal bei maxenergiehabe den vertrag ber durchblicker abgeschlossen wie immer keine separate netzrechnung wrer besser,pos,4,2023-04,129,17
Konrad Antoni,FIVE,"Der Wechsel verlief unproblematisch - telefonische Erreichbarkeit immer gegeben - Beratung freundlich und verständlich - Preisgestaltung aus heutiger Sicht, in Ordnung!",2023-04-14 00:00:00.000,der wechsel verlief unproblematisch  telefonische erreichbarkeit immer gegeben  beratung freundlich und verstndlich  preisgestaltung aus heutiger sicht in ordnung,pos,5,2023-04,162,18
Klaus Schlosser,FIVE,Rascher und unkomplizierter Wechsel. Alles hat perfekt funktioniert.,2023-04-14 00:00:00.000,rascher und unkomplizierter wechsel alles hat perfekt funktioniert,pos,5,2023-04,66,8
Aniko,ONE,"1., Nach telefonischen Auskunft hätte ich einen höheren Prämie als Neukunde bekommen soll. Daher habe ich dem Vertrag nicht bestätigt, sondern sofort schriftlich und telefonisch entsprechend reagiert. Trotzdem habe ich einen Vertragsbestätigung erhalten. Es hat viele Nerven und Zeit in Anspruch genommen diese Korrektur zu erreichen und am Ende war der Summe noch immer mit za. 15 € weniger. 
2., Der telefonische und schriftliche Dienst ist leider in keinerlei Hinsicht eine Hilfe.",2023-04-13 00:00:00.000,"1 nach telefonischen auskunft htte ich einen hheren prmie als neukunde bekommen soll daher habe ich dem vertrag nicht besttigt sondern sofort schriftlich und telefonisch entsprechend reagiert trotzdem habe ich einen vertragsbesttigung erhalten es hat viele nerven und zeit in anspruch genommen diese korrektur zu erreichen und am ende war der summe noch immer mit za 15  weniger 
2 der telefonische und schriftliche dienst ist leider in keinerlei hinsicht eine hilfe",neg,1,2023-04,466,71
Michael,FIVE,"übersichtlicher, transparente gestalteter Online-Zugang",2023-04-13 00:00:00.000,bersichtlicher transparente gestalteter onlinezugang,pos,5,2023-04,52,4
Veysal Sari,ONE,"Keine antworten auf email 
Prämien sind nur locksngebote bis gewechselt wird lieber etwas mehr zahlen nach vertragende wird gekündigt",2023-04-13 00:00:00.000,"keine antworten auf email 
prmien sind nur locksngebote bis gewechselt wird lieber etwas mehr zahlen nach vertragende wird gekndigt",neg,1,2023-04,131,19
Jonny,FIVE,Alles hat sehr gut und problemlos geklappt,2023-04-13 00:00:00.000,alles hat sehr gut und problemlos geklappt,pos,5,2023-04,42,7
Fam Kürsten,THREE,Der Wechsel hat nach anfänglichen Identifikationsproblemen beim Netzbetreiber ganz gut geklappt. Die Trennung der Abrechnung zwischen Netz und Strom ist ja bekannt. Allerdings sind die berechneten Kosten des Netzbetreibers viel höher als im Angebot von Maxenergy angegeben.,2023-04-13 00:00:00.000,der wechsel hat nach anfnglichen identifikationsproblemen beim netzbetreiber ganz gut geklappt die trennung der abrechnung zwischen netz und strom ist ja bekannt allerdings sind die berechneten kosten des netzbetreibers viel hher als im angebot von maxenergy angegeben,neu,3,2023-04,268,37
Hubert,FIVE,"Alles ok und ohne Probleme gelaufen.
Schnelle und unbürokratische Anmeldung.",2023-04-13 00:00:00.000,"alles ok und ohne probleme gelaufen
schnelle und unbrokratische anmeldung",pos,5,2023-04,73,10
Johannes M.,FIVE,"Sehr einfacher Wechsel, Rückfragen wurden vom Kundensupport innerhalb weniger Stunden beantwortet",2023-04-13 00:00:00.000,sehr einfacher wechsel rckfragen wurden vom kundensupport innerhalb weniger stunden beantwortet,pos,5,2023-04,95,11
HPichler,THREE,"Antrag an sich problemlos. Habe Abrechnung des alten Lieferanten erhalten Was mir nicht gefällt , ist, dass ich jetzt vom Netzbetreiber eine getrennte Rechnung erhalte die mir sehr hoch erscheint.
Und vom Preis hätte ich mir schon einen besseren Abschluss erwartet so ist die Ersparnis nicht besonders groß.",2023-04-12 00:00:00.000,"antrag an sich problemlos habe abrechnung des alten lieferanten erhalten was mir nicht gefllt  ist dass ich jetzt vom netzbetreiber eine getrennte rechnung erhalte die mir sehr hoch erscheint
und vom preis htte ich mir schon einen besseren abschluss erwartet so ist die ersparnis nicht besonders gro",neu,3,2023-04,299,47
Walter Bruckschweiger,FIVE,Die Umstellung erfolgte ohne Probleme.,2023-04-12 00:00:00.000,die umstellung erfolgte ohne probleme,pos,5,2023-04,37,5
Ellen,FIVE,"Sehr guter Preis, unkomplizierter Wechsel zu Maxenergy war möglich",2023-04-12 00:00:00.000,sehr guter preis unkomplizierter wechsel zu maxenergy war mglich,pos,5,2023-04,64,9
Sandra Eder,THREE,"Der Wechsel hat wunderbar funktioniert! Was nicht kommuniziert wurde, ist die extra Abrechnung über den Netzanbieter. Das versuche ich eigentlich immer zu vermeiden und ist jetzt im Nachhinein sehr ärgerlich!",2023-04-12 00:00:00.000,der wechsel hat wunderbar funktioniert was nicht kommuniziert wurde ist die extra abrechnung ber den netzanbieter das versuche ich eigentlich immer zu vermeiden und ist jetzt im nachhinein sehr rgerlich,neu,3,2023-04,202,30
Peter,FIVE,"Schnelle, freundliche und unkomplizierte Abwicklung des Wechsels",2023-04-12 00:00:00.000,schnelle freundliche und unkomplizierte abwicklung des wechsels,pos,5,2023-04,63,7
Walter Stadlmann,FIVE,Von der Anmeldung bis zur Umstellung war alles problemlos und bestens. Habe Maxenergy weiterempfohlen und es ist auch schon eine entfernte Verwandtschaft sowohl mit Gas und Strom umgestiegen!,2023-04-12 00:00:00.000,von der anmeldung bis zur umstellung war alles problemlos und bestens habe maxenergy weiterempfohlen und es ist auch schon eine entfernte verwandtschaft sowohl mit gas und strom umgestiegen,pos,5,2023-04,189,28
eva reisner,FIVE,"Anmeldung war für mich etwas kompliziert.Eure Mitarbeiterin hat mir 
sehr geholfen.",2023-04-12 00:00:00.000,"anmeldung war fr mich etwas komplizierteure mitarbeiterin hat mir 
sehr geholfen",pos,5,2023-04,80,11
Per,FIVE,"Mit ein paar Klicks gewechselt und gespart.
Einfacher geht's nicht mehr.  ;-)",2023-04-12 00:00:00.000,"mit ein paar klicks gewechselt und gespart
einfacher gehts nicht mehr  ",pos,5,2023-04,71,11
Manfred Hinterberger,FIVE,Der Wechsel war super einfach und die Firma klingt und schreibt sehr nett. Kann und werde ich weiter empfehlen. Mfg Manfred H.,2023-04-12 00:00:00.000,der wechsel war super einfach und die firma klingt und schreibt sehr nett kann und werde ich weiter empfehlen mfg manfred h,pos,5,2023-04,123,22
Willi “Wonka”,THREE,"Antrag an sich problemlos. Habe Abrechnung des alten Lieferanten noch nicht erhalten. Kann daher nicht sagen obs hier noch Probleme gibt. Was mir nicht gefällt , ist, dass ich jetzt vom Netzbetreiber eine getrennte Rechnung erhalte.",2023-04-12 00:00:00.000,antrag an sich problemlos habe abrechnung des alten lieferanten noch nicht erhalten kann daher nicht sagen obs hier noch probleme gibt was mir nicht gefllt  ist dass ich jetzt vom netzbetreiber eine getrennte rechnung erhalte,neu,3,2023-04,225,35
Stephanie R,FIVE,"Problemloser Wechsel über durchblicker.at zu Maxenergy. Sehr freundlich am Telefon, hat alles geklappt.",2023-04-11 00:00:00.000,problemloser wechsel ber durchblickerat zu maxenergy sehr freundlich am telefon hat alles geklappt,pos,5,2023-04,98,13
Ich,FIVE,"Wechsel flott und Problemlos,die monatliche Rate hat sich mehr als halbiert,gerne wieder",2023-04-11 00:00:00.000,wechsel flott und problemlosdie monatliche rate hat sich mehr als halbiertgerne wieder,pos,5,2023-04,86,12
Monika Pramreiter,FIVE,alles völlig unkompliziert und rasch verlaufen.,2023-04-11 00:00:00.000,alles vllig unkompliziert und rasch verlaufen,pos,5,2023-04,45,6
Napsi,FIVE,Anbieterwechsel wurde durch EnergyHero durchgeführt. Unterlagen rasch von Maxenergie via E-Mail bekommen,2023-04-11 00:00:00.000,anbieterwechsel wurde durch energyhero durchgefhrt unterlagen rasch von maxenergie via email bekommen,pos,5,2023-04,101,12
Gernot Grath,FIVE,Schnelle und unkomplizierte Abwicklung des Neuvertrags - trotz wahrscheinliche aktuell vielen Anfragen!,2023-04-11 00:00:00.000,schnelle und unkomplizierte abwicklung des neuvertrags  trotz wahrscheinliche aktuell vielen anfragen,pos,5,2023-04,101,11
Franz,FIVE,Unkompliziert - insbesondere da die Formalitäten von Energy hero durchgeführt wurden,2023-04-10 00:00:00.000,unkompliziert  insbesondere da die formalitten von energy hero durchgefhrt wurden,pos,5,2023-04,81,10
Otto Rabong,FIVE,Alles bestens!,2023-04-09 00:00:00.000,alles bestens,pos,5,2023-04,13,2
Michael Satra,FIVE,"Der Wechsel von Wien Energie verlief über e-Control rasch und problemlos! Die neuen Teilbeträge sind absolut nachvollziehbar, welche bei Wien Energie lange schon unverschämt wurden! Als 25!!! Jähriger Kunde die Preise derart anzuheben und erst mehrere Wochen später nachdem sie am Weltmarkt wieder gesunken sind an den Kunden weiter zu geben war eine Frecheit! Faszinierend auch das die monatliche Zahlung plötzlich um fast 1/2 weniger ist als bei Wien Energie inkl.der Netzgebühren welche aber nun extra zu zahlen sind. Einstweilen kann ich diesen Anbieter nur empfehlen. Wird sich zeigen nach 12 Monaten ob es so bleibt! Fakt ist ich werde nun jedes Jahr neu vergleichen!",2023-04-09 00:00:00.000,der wechsel von wien energie verlief ber econtrol rasch und problemlos die neuen teilbetrge sind absolut nachvollziehbar welche bei wien energie lange schon unverschmt wurden als 25 jhriger kunde die preise derart anzuheben und erst mehrere wochen spter nachdem sie am weltmarkt wieder gesunken sind an den kunden weiter zu geben war eine frecheit faszinierend auch das die monatliche zahlung pltzlich um fast 12 weniger ist als bei wien energie inklder netzgebhren welche aber nun extra zu zahlen sind einstweilen kann ich diesen anbieter nur empfehlen wird sich zeigen nach 12 monaten ob es so bleibt fakt ist ich werde nun jedes jahr neu vergleichen,pos,5,2023-04,652,105
Dr. Lea Liehmann,FIVE,"Der Wechsel von der WienEnergie hat online tadellos geklappt, innerhalb einer Woche hatte ich einen neuen Gasvertrag und es wurde auch schon geliefert!
Alles bestens bisher!",2023-04-09 00:00:00.000,"der wechsel von der wienenergie hat online tadellos geklappt innerhalb einer woche hatte ich einen neuen gasvertrag und es wurde auch schon geliefert
alles bestens bisher",pos,5,2023-04,170,26
Confirmation of payment,FIVE,Alles schnell und unkompliziert. Kundendienst hat mich auch geholfen.,2023-04-08 00:00:00.000,alles schnell und unkompliziert kundendienst hat mich auch geholfen,pos,5,2023-04,67,9
Marcus,ONE,"Umschaltung von einem Stromanbieter zum anderen geht nur elektronisch? Dauert Ewigkeiten. Wir hatten entsprechend einen Tag keinen Strom. Dass wir den händisch einstellen müssen, wussten auch nicht alle am Telefon. Verwirrung bei den Vertragspartner_innen sprich wir hatten zwischenzeitlich 2 Verträge. Insgesamt großes Chaos.",2023-04-08 00:00:00.000,umschaltung von einem stromanbieter zum anderen geht nur elektronisch dauert ewigkeiten wir hatten entsprechend einen tag keinen strom dass wir den hndisch einstellen mssen wussten auch nicht alle am telefon verwirrung bei den vertragspartnerinnen sprich wir hatten zwischenzeitlich 2 vertrge insgesamt groes chaos,neg,1,2023-04,314,43
Ann Offner,FIVE,"Meine online anmeldung mit maxenergy war sehr wunderbar keine stress alles war glatt.
😍😍😍😍😍.",2023-04-08 00:00:00.000,"meine online anmeldung mit maxenergy war sehr wunderbar keine stress alles war glatt
",pos,5,2023-04,85,13
Günther Pacher,FIVE,Wechsel zu Max Energy war problemlos. Nahtlose Lieferung der Energie hat gut funktioniert. Preis ist ok.,2023-04-08 00:00:00.000,wechsel zu max energy war problemlos nahtlose lieferung der energie hat gut funktioniert preis ist ok,pos,5,2023-04,101,16
M K,FIVE,Rasche und unkomplizierte Abwicklung! Erstklassig!,2023-04-08 00:00:00.000,rasche und unkomplizierte abwicklung erstklassig,pos,5,2023-04,48,5
Fritz Trpak,FIVE,Es ging ratz/ fatz (schnell) und weitestens unkompliziert lg,2023-04-08 00:00:00.000,es ging ratz fatz schnell und weitestens unkompliziert lg,pos,5,2023-04,57,9
Gregor,FIVE,Effizient schnörkellose Kommunikation. Unklarheiten werden gut kommuniziert und gelöst. Rasche digitale Abwicklung.,2023-04-07 00:00:00.000,effizient schnrkellose kommunikation unklarheiten werden gut kommuniziert und gelst rasche digitale abwicklung,pos,5,2023-04,110,12
Frau Sonja Christine Wimmer,FIVE,Super Abwicklung,2023-04-06 00:00:00.000,super abwicklung,pos,5,2023-04,16,2
Manfred Klein,FIVE,"Rascher unkomplizierter Wechsel; Bleibt nur zu hoffen, dass der Rest dann auch so läuft :-)",2023-04-06 00:00:00.000,rascher unkomplizierter wechsel bleibt nur zu hoffen dass der rest dann auch so luft ,pos,5,2023-04,85,14
Barbara,FOUR,einfache und unkomplizierte Abwicklung - Umstellung dauert 3 Wochen - das müsste schneller gehen,2023-04-06 00:00:00.000,einfache und unkomplizierte abwicklung  umstellung dauert 3 wochen  das msste schneller gehen,pos,4,2023-04,93,12
dragan torlakovic,FIVE,Alles einfach und schnell .Top,2023-04-06 00:00:00.000,alles einfach und schnell top,pos,5,2023-04,29,5
Gino J.,FIVE,"Unkompliziert, preiswert, zuverlässig. Danke!",2023-04-06 00:00:00.000,unkompliziert preiswert zuverlssig danke,pos,5,2023-04,40,4
Elisabeth Hauptmann,FIVE,"unkompliziert und übersichtlich, bin froh, daß ich gewechselt habe!",2023-04-06 00:00:00.000,unkompliziert und bersichtlich bin froh da ich gewechselt habe,pos,5,2023-04,62,9
Constantia Zaric,FIVE,Der Umstieg war super einfach und schnell,2023-04-06 00:00:00.000,der umstieg war super einfach und schnell,pos,5,2023-04,41,7
Kunde,FIVE,Sehr freundliche und unkomplizierte Wechsel des Anbieters. Ersparnis von über 300 € im Monat beim Gas.,2023-04-06 00:00:00.000,sehr freundliche und unkomplizierte wechsel des anbieters ersparnis von ber 300  im monat beim gas,pos,5,2023-04,98,15
Christian Reuss,FIVE,"Bin sehr zufrieden und meine Mutter auch.
Sie hat auch Vertrag mit MAXENERGY. Sehr freundliches Kundenservice und gute Energiepreise.....
Kann nur weiter empfehlen..",2023-04-06 00:00:00.000,"bin sehr zufrieden und meine mutter auch
sie hat auch vertrag mit maxenergy sehr freundliches kundenservice und gute energiepreise
kann nur weiter empfehlen",pos,5,2023-04,156,23
